autoID,SeniorCity,Partner,Dependents,Service1,Service2,Security,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,Charges,Demand,Class
7825-ECJRF,0,No,No,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.6,1934.45,Betha
1347-KTTTA,0,Yes,No,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.45,6654.1,Alpha
7841-TZDMQ,0,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46,84.5,Betha
4195-NZGTA,0,No,No,No,No phone service,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,Alpha
7157-SMCFK,0,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,1124.2,Alpha
4709-LKHYG,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20,540.05,Alpha
2504-DSHIH,1,Yes,No,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,86.8,1975.85,Alpha
0699-NDKJM,0,Yes,No,No,No phone service,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,Alpha
9286-BHDQG,0,Yes,Yes,No,No phone service,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),45.25,3139.8,Alpha
0230-WEQUW,0,Yes,No,No,No phone service,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),56.6,3789.2,Alpha
2040-LDIWQ,0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,5324.5,Alpha
6496-JDSSB,0,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80,624.6,Alpha
9408-SSNVZ,0,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,268.35,Betha
4443-EMBNA,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1836.9,Alpha
6469-MRVET,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.2,20.2,Alpha
0742-MOABM,0,Yes,No,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,50.05,179.35,Betha
5961-VUSRV,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.35,219.35,Alpha
6778-JFCMK,0,No,No,No,No phone service,Yes,No,No,No,One year,Yes,Mailed check,50.6,1288.75,Alpha
6341-JVQGF,0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,81.15,2545.75,Alpha
2232-DMLXU,0,Yes,No,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,55.2,55.2,Betha
4811-JBUVU,0,No,No,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),89.9,2723.15,Alpha
0945-TSONX,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),85.3,4107.25,Alpha
2651-ZCBXV,0,No,No,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),108,5760.65,Alpha
3316-UWXUY,0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),93.5,4747.5,Alpha
8937-RDTHP,0,No,No,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,84.6,84.6,Betha
7083-MIOPC,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,1566.9,Alpha
1984-GPTEH,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.15,702,Alpha
1251-KRREG,0,No,No,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,54.4,114.1,Betha
0621-JFHOL,0,No,No,No,No phone service,No,No,No,Yes,Two year,Yes,Mailed check,29.6,299.05,Alpha
9903-LYSAB,0,Yes,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.15,1305.95,Alpha
0094-OIFMO,1,No,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,95,1120.3,Betha
9227-UAQFT,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,284.35,Alpha
7301-ABVAD,0,No,No,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.6,6350.5,Alpha
6614-FHDBO,0,No,No,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),109.2,7878.3,Alpha
7576-ASEJU,0,Yes,Yes,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),74.7,3187.65,Alpha
9058-HRZSV,1,Yes,No,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,94.4,6126.15,Alpha
4522-AKYLR,1,No,No,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,54.8,731.3,Alpha
0221-WMXNQ,1,No,No,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.35,273.4,Alpha
0303-UNCIP,0,No,No,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,65,2531.8,Alpha
9947-OTFQU,1,No,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.4,1074.3,Betha
0322-YINQP,0,No,No,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,48.55,48.55,Betha
0959-WHOKV,0,No,No,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,99,4298.45,Alpha
4075-JFPGR,0,Yes,No,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,93.5,4619.55,Alpha
4629-NRXKX,0,Yes,Yes,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,147.15,Betha
9514-JDSKI,1,Yes,No,No,No phone service,No,Yes,No,No,Month-to-month,No,Electronic check,40.2,40.2,Betha
3282-ZISZV,0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),83.7,2633.3,Alpha
3675-YDUPJ,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.85,193.05,Alpha
4111-BNXIF,0,Yes,Yes,No,No phone service,No,Yes,Yes,Yes,Two year,Yes,Electronic check,59.55,4103.9,Alpha
7017-VFHAY,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.1,7008.15,Alpha
6655-LHBYW,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),114.35,5791.1,Alpha
4959-JOSRX,0,Yes,No,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.6,80.55,Betha
5046-NUHWD,1,Yes,No,No,No phone service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,45,1228.65,Alpha
7273-TEFQD,1,No,No,No,No phone service,No,No,Yes,No,Month-to-month,Yes,Electronic check,41.15,132.2,Betha
3606-TWKGI,1,No,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,106.9,1364.3,Betha
7529-ZDFXI,1,Yes,No,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,89.85,4925.35,Alpha
7605-BDWDC,0,No,No,No,No phone service,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),49.85,1520.1,Alpha
1950-KSVVJ,0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,113.3,5032.25,Alpha
0123-CRBRT,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,88.1,5526.75,Alpha
6292-TOSSS,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.9,1195.25,Alpha
3197-ARFOY,1,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,105,2007.25,Alpha
6323-AYBRX,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,1099.6,Betha
7014-ZZXAW,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.25,1732.95,Alpha
4385-GZQXV,1,No,No,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.45,1511.2,Betha
7633-MVPUY,0,Yes,No,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,59.75,3450.15,Alpha
6366-ZGQGL,0,No,No,No,No phone service,No,No,No,No,Month-to-month,No,Bank transfer (automatic),24.8,24.8,Betha
4716-HHKQH,1,Yes,No,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,107.05,2172.05,Alpha
5940-AHUHD,0,No,No,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,70.6,70.6,Betha
6432-TWQLB,0,Yes,No,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,85.4,401.1,Betha
4484-GLZOU,0,Yes,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,105.05,5624.85,Betha
3179-GBRWV,1,Yes,No,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),64.95,1339.8,Alpha
8645-KWHJO,0,No,No,No,No phone service,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,55,771.95,Alpha
4130-MZLCC,0,No,No,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),50.55,244.75,Alpha
0314-TKOSI,0,No,No,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,55.15,322.9,Alpha
8229-MYEJZ,0,No,No,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,51.2,498.25,Alpha
2080-SRCDE,0,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.4,25.4,Alpha
9577-WJVCQ,0,No,No,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,54.45,3687.75,Alpha
9512-UIBFX,0,Yes,Yes,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,95.15,1779.95,Betha
6202-DYYFX,0,No,No,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),76,1783.6,Alpha
3808-HFKDE,0,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.35,927.15,Alpha
5583-SXDAG,0,Yes,No,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,70,70,Betha
3488-PGMQJ,1,No,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.5,606.55,Betha
3580-REOAC,0,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.85,435.4,Betha
7534-BFESC,1,No,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,76.1,1712.7,Betha
3727-OWVYD,0,No,No,Yes,No,Yes,Yes,Yes,No,One year,No,Mailed check,61.2,2021.2,Alpha
2294-SALNE,0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,86.8,1940.8,Alpha
4847-TAJYI,1,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,89.35,567.8,Alpha
1563-IWQEX,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,220.35,Alpha
8203-XJZRC,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,20.25,Alpha
6556-DBKZF,0,Yes,Yes,Yes,No,No,No,Yes,No,Two year,No,Electronic check,76.05,5436.45,Alpha
6851-WEFYX,1,Yes,No,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,100.8,3437.5,Alpha
2985-JUUBZ,0,Yes,Yes,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,74.55,3015.75,Alpha
6390-DSAZX,0,No,Yes,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,73.6,73.6,Betha
0895-LMRSF,0,No,No,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),64.9,1509.8,Alpha
8098-LLAZX,1,No,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,95.45,396.1,Betha
8266-VBFQL,0,No,No,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.4,356.65,Alpha
8181-YHCMF,0,Yes,Yes,No,No phone service,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),60.3,4109,Alpha
2240-HSJQD,0,No,Yes,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,81.85,3141.7,Alpha
1248-DYXUB,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.8,1229.1,Alpha
0265-EDXBD,1,Yes,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,2303.35,Betha
4115-BNPJY,0,Yes,Yes,Yes,No,No,No,Yes,Yes,Two year,No,Mailed check,75.55,2054.4,Alpha
3167-SNQPL,1,Yes,Yes,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,101.15,3741.85,Alpha
4091-TVOCN,0,No,Yes,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),78.75,3682.45,Alpha
1098-TDVUQ,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.25,19.25,Alpha
7277-OZCGZ,0,No,No,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.05,1886.25,Alpha
1557-EMYVT,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.05,4895.1,Alpha
2799-ARNLO,1,Yes,No,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,341.6,Alpha
7563-BIUPC,0,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.6,415.55,Betha
5027-YOCXN,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),110.05,5686.4,Alpha
3973-SKMLN,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.9,1355.1,Alpha
2321-OMBXY,0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),80.3,3058.65,Betha
2840-XANRC,1,Yes,No,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,93.15,2231.05,Betha
6745-JEFZB,0,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),91.5,3236.35,Alpha
5020-ZSTTY,1,No,No,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),82.45,4350.1,Betha
9880-TDQAC,0,Yes,Yes,No,No phone service,No,Yes,Yes,Yes,Two year,Yes,Electronic check,60,4264,Alpha
8705-WZCYL,0,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.8,44.8,Alpha
7102-JJVTX,0,Yes,Yes,Yes,No,Yes,No,No,No,One year,No,Mailed check,48.6,422.3,Alpha
8626-PTQGE,0,No,No,No,No phone service,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),60.05,4176.7,Alpha
4983-CLMLV,0,Yes,No,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),102.7,5138.1,Alpha
5701-YVSVF,1,Yes,No,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,82.9,880.05,Alpha
5804-LEPIM,1,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,139.05,Betha
5697-GOMBF,1,Yes,Yes,No,No phone service,No,No,No,No,Month-to-month,Yes,Electronic check,35.9,973.65,Alpha
2739-CACDQ,1,No,No,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),82.65,1470.05,Alpha
9385-EHGDO,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,739.35,Alpha
9498-FIMXL,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.2,161.95,Alpha
2379-GYFLQ,0,No,No,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),94.9,4422.95,Alpha
0122-OAHPZ,0,No,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.85,511.25,Betha
2868-SNELZ,0,No,No,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,80.6,155.8,Betha
4322-RCYMT,0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),75.8,5293.95,Betha
6680-NENYN,0,No,No,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,104.6,4759.85,Betha
2088-IEBAU,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,88.15,6148.45,Alpha
7982-VCELR,0,No,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),94.8,3565.65,Alpha
1343-EHPYB,0,Yes,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,103.4,6603,Betha
6035-BXTTY,1,No,No,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),54.65,1830.1,Alpha
6885-PKOAM,0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),85.75,6223.8,Alpha
7520-HQWJU,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),67.45,4508.65,Alpha
9639-BUJXT,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.5,1328.15,Alpha
5924-SNGKP,0,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.25,865,Alpha
0021-IKXGC,1,No,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,72.1,72.1,Alpha
2034-GDRCN,0,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,90.4,168.2,Betha
8966-SNIZF,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.45,1303.5,Alpha
6243-OZGFH,0,No,No,No,No phone service,No,No,No,No,Month-to-month,Yes,Electronic check,44.95,996.85,Alpha
4654-DLAMQ,1,Yes,No,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),97,6430.9,Alpha
0513-RBGPE,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),62.8,2278.75,Alpha
5160-UXJED,0,No,Yes,Yes,No,No,No,No,No,One year,No,Mailed check,44.6,681.4,Alpha
4115-NZRKS,1,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,89.15,574.35,Alpha
0219-YTZUE,0,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.8,371.9,Betha
0623-IIHUG,1,No,No,No,No phone service,Yes,No,No,No,Month-to-month,Yes,Electronic check,41.9,840.1,Betha
4572-DVCGN,0,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.25,846,Betha
3351-NGXYI,1,No,No,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,54.1,889,Alpha
8984-EYLLL,0,Yes,No,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,105.25,6823.4,Alpha
9057-MSWCO,1,Yes,No,No,No phone service,Yes,No,No,No,Month-to-month,No,Credit card (automatic),30.75,805.1,Betha
9833-TGFHX,0,Yes,Yes,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,97.1,4016.75,Alpha
9294-TDIPC,0,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,83.75,Alpha
5229-DTFYB,0,No,No,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),98.8,3959.15,Alpha
0104-PPXDV,0,Yes,No,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),50.3,2878.55,Alpha
5176-LMJXE,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.55,945.7,Alpha
3583-KRKMD,0,No,No,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),75.9,1373.05,Alpha
1010-DIAUQ,0,No,No,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),96.5,492.55,Betha
9069-LGEUL,0,Yes,No,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),59.95,1406,Alpha
7302-ZHMHP,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.15,19.15,Alpha
9571-EDEBV,0,Yes,No,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),98.65,6962.85,Alpha
3520-FJGCV,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),112.6,8126.65,Alpha
6563-VRERX,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,690.25,Alpha
0259-GBZSH,0,No,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,85.65,181.5,Betha
6122-EFVKN,0,No,Yes,No,No phone service,Yes,No,No,Yes,Two year,No,Mailed check,35.75,830.8,Alpha
2805-EDJPQ,0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),99.75,5608.4,Alpha
6862-CQUMB,0,No,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),96.1,3646.8,Alpha
7156-MXBJE,0,No,No,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),85.1,3662.25,Alpha
6158-HDPXZ,0,No,No,No,No phone service,No,No,No,No,Month-to-month,No,Mailed check,25.35,25.35,Alpha
9601-BRXPO,0,Yes,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.95,2566.5,Betha
2863-IMQDR,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,89.65,5308.7,Alpha
5686-CMAWK,0,No,No,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,86.75,1410.25,Alpha
5651-CRHKQ,0,Yes,No,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),86.2,3339.05,Alpha
6905-NIQIN,0,No,No,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.65,50.65,Betha
8204-YJCLA,1,Yes,Yes,No,No phone service,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),64.8,4732.35,Alpha
5167-ZFFMM,0,No,No,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),90.85,90.85,Betha
6583-SZVGP,0,No,No,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),108.1,5067.45,Alpha
4895-TMWIR,1,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,214.75,Betha
0533-BNWKF,1,Yes,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,85.45,4874.7,Betha
1708-PBBOA,0,No,No,No,No phone service,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,54.75,2348.45,Alpha
8782-LKFPK,0,No,No,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,90.4,4063,Alpha
5522-JBWMO,0,No,Yes,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,44,44,Alpha
3597-MVHJT,0,No,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),95.6,2595.25,Alpha
9774-NRNAU,1,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.8,2309.55,Alpha
0224-RLWWD,1,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.3,89.3,Alpha
9967-ATRFS,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,367.55,Alpha
3951-NJCVI,1,Yes,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,95.05,3944.5,Alpha
2977-CEBSX,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.05,5965.95,Alpha
0177-PXBAT,1,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.9,3694.7,Alpha
6599-CEBNN,0,No,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),73.95,2524.45,Betha
2519-ERQOJ,1,No,No,No,No phone service,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,54.6,1803.7,Alpha
5876-QMYLD,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,415.1,Alpha
2277-AXSDC,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.75,624.15,Alpha
9442-JTWDL,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,237.7,Alpha
0979-PHULV,0,Yes,Yes,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),99.45,7007.6,Betha
3067-SVMTC,0,Yes,No,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),55.9,3848.8,Alpha
5495-GPSRW,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.7,419.4,Alpha
7606-BPHHN,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.8,1468.75,Alpha
4742-DRORA,0,Yes,Yes,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),95.4,5812,Alpha
0111-KLBQG,1,Yes,Yes,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,93.95,2861.45,Alpha
4800-VHZKI,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.9,19.9,Betha
7989-CHGTL,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,19.6,Betha
0334-GDDSO,1,No,No,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,81.35,233.7,Betha
4163-NCJAK,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.45,1066.15,Alpha
